scenarioId,group,title,lane,status,validationScope,reason,executionMode,flowId,depositId,lineId,scheduleIds,notes,artifactPaths
"RS-011","Financial Variance","Usage slightly off but inside admin threshold","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","c51b5f32-666f-4ccc-9069-56ba50bdec17","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-d63b8--but-inside-admin-threshold-chromium/rs-011-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-d63b8--but-inside-admin-threshold-chromium/rs-011-generic-1to1-applied.png"
"RS-012","Financial Variance","Usage off beyond allowed threshold","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-689e2-ff-beyond-allowed-threshold-chromium/rs-012-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-689e2-ff-beyond-allowed-threshold-chromium/rs-012-generic-1to1-applied.png"
"RS-013","Financial Variance","Deposit reports zero usage where schedule expects usage","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-756cb-here-schedule-expects-usage-chromium/rs-013-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-756cb-here-schedule-expects-usage-chromium/rs-013-generic-1to1-applied.png"
"RS-014","Financial Variance","Deposit shows usage before expected schedule amount","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-fe4bc-re-expected-schedule-amount-chromium/rs-014-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-fe4bc-re-expected-schedule-amount-chromium/rs-014-generic-1to1-applied.png"
"RS-015","Financial Variance","Negative usage/credit hits existing schedule","deterministic","pass-pending-ui-review","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","0b3d997c-1fa2-4ec4-b3ef-fb9c55d435b1","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 1 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 is present in the candidate set. | The current direct apply path did not resolve into a clean full-match proof for this representative fixture, so the scenario remains pending review.","test-results/reconciliation-suite--RS-0-fd7c0-edit-hits-existing-schedule-chromium/rs-015-generic-1to1-candidates.png"
"RS-016","Financial Variance","Total usage matches but one schedule receives too much","deterministic","pass-pending-ui-review","scenario-proof","","browser-live","generic-1tom-split-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","Current runtime shape matches the shared grouped workflow fixture, so this row is counted as provisional workflow coverage only. | The exact row-specific 1:M or bundle-specific behavior is not yet proven with a distinct fixture. | Grouped fixture exposed a valid ManyToOne path for 3 deposit line(s) into schedule 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line b206178c-5f7e-44a4-9455-b017ff854d13 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line 2b4d9b75-d7dc-4125-a199-01d70e0c2c59 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line fba76747-c604-412c-8f1b-4f03b7600a6e returned 3 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Preview/apply succeeded using match type ManyToOne. | API and deposit detail both showed every grouped deposit line as fully allocated after apply. | No variance-resolution prompt was required for the grouped apply path. | The grouped fixture was restored after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-dfbe8--schedule-receives-too-much-chromium/rs-016-generic-mto1-candidates.png|test-results/reconciliation-suite--RS-0-dfbe8--schedule-receives-too-much-chromium/rs-016-generic-mto1-applied.png"
"RS-017","Financial Variance","Total usage matches but one schedule receives too little","deterministic","pass-pending-ui-review","scenario-proof","","browser-live","generic-1tom-split-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","Current runtime shape matches the shared grouped workflow fixture, so this row is counted as provisional workflow coverage only. | The exact row-specific 1:M or bundle-specific behavior is not yet proven with a distinct fixture. | Grouped fixture exposed a valid ManyToOne path for 3 deposit line(s) into schedule 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line b206178c-5f7e-44a4-9455-b017ff854d13 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line 2b4d9b75-d7dc-4125-a199-01d70e0c2c59 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line fba76747-c604-412c-8f1b-4f03b7600a6e returned 3 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Preview/apply succeeded using match type ManyToOne. | API and deposit detail both showed every grouped deposit line as fully allocated after apply. | No variance-resolution prompt was required for the grouped apply path. | The grouped fixture was restored after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-b579a-chedule-receives-too-little-chromium/rs-017-generic-mto1-candidates.png|test-results/reconciliation-suite--RS-0-b579a-chedule-receives-too-little-chromium/rs-017-generic-mto1-applied.png"
"RS-018","Financial Variance","Deposit cannot split evenly across schedules","deterministic","pass-pending-ui-review","scenario-proof","","browser-live","generic-1tom-split-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","Current runtime shape matches the shared grouped workflow fixture, so this row is counted as provisional workflow coverage only. | The exact row-specific 1:M or bundle-specific behavior is not yet proven with a distinct fixture. | Grouped fixture exposed a valid ManyToOne path for 3 deposit line(s) into schedule 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line b206178c-5f7e-44a4-9455-b017ff854d13 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line 2b4d9b75-d7dc-4125-a199-01d70e0c2c59 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line fba76747-c604-412c-8f1b-4f03b7600a6e returned 3 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Preview/apply succeeded using match type ManyToOne. | API and deposit detail both showed every grouped deposit line as fully allocated after apply. | No variance-resolution prompt was required for the grouped apply path. | The grouped fixture was restored after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-60271-lit-evenly-across-schedules-chromium/rs-018-generic-mto1-candidates.png|test-results/reconciliation-suite--RS-0-60271-lit-evenly-across-schedules-chromium/rs-018-generic-mto1-applied.png"
"RS-019","Financial Variance","Multiple deposits sum above expected schedule usage","needs-clarification","pass-pending-ui-review","runtime-path-validation","","browser-live","generic-mto1-combined-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","This run is labeled as runtime-path validation only. | It validates the grouped ManyToOne harness path after remapping, not final proof of the row-specific business scenario. | This run validates the grouped ManyToOne runtime path only. | The current RS-019 fixture is a true ManyToOne shape, but it is still representative grouped-family coverage rather than a title-perfect aggregate-overage proof. | Grouped fixture exposed a valid ManyToOne path for 3 deposit line(s) into schedule 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line b206178c-5f7e-44a4-9455-b017ff854d13 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line 2b4d9b75-d7dc-4125-a199-01d70e0c2c59 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line fba76747-c604-412c-8f1b-4f03b7600a6e returned 3 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Preview/apply succeeded using match type ManyToOne. | API and deposit detail both showed every grouped deposit line as fully allocated after apply. | No variance-resolution prompt was required for the grouped apply path. | The grouped fixture was restored after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-629da-ove-expected-schedule-usage-chromium/rs-019-generic-mto1-candidates.png|test-results/reconciliation-suite--RS-0-629da-ove-expected-schedule-usage-chromium/rs-019-generic-mto1-applied.png"
"RS-020","Financial Variance","Multiple deposits sum below expected schedule usage","deterministic","pass-pending-ui-review","scenario-proof","","browser-live","rs020-manytoone-underage","74116291-3f21-4e52-91c5-1953ccf34174","0c0d7325-3fa6-4684-9d8c-c830d65dcdb0","bc5393d9-891b-4dea-ab07-9fd981017708","Fixture semantics: combined deposit totals 950 usage and 95 commission against the target schedule expectation of 1000 usage and 100 commission. | This run uses the intended RS-020 underage ManyToOne fixture, not the earlier harness-correction remap. | Grouped fixture exposed a valid ManyToOne path for 3 deposit line(s) into schedule bc5393d9-891b-4dea-ab07-9fd981017708. | Line 0c0d7325-3fa6-4684-9d8c-c830d65dcdb0 returned 1 candidate(s) including bc5393d9-891b-4dea-ab07-9fd981017708. | Line 23858a60-20ac-45fc-87b6-679d0f72eb77 returned 1 candidate(s) including bc5393d9-891b-4dea-ab07-9fd981017708. | Line b343c07a-e747-4492-bc9f-0a2ece4af8d5 returned 1 candidate(s) including bc5393d9-891b-4dea-ab07-9fd981017708. | Preview/apply succeeded using match type ManyToOne. | API and deposit detail both showed every grouped deposit line as fully allocated after apply. | No variance-resolution prompt was required for the grouped apply path. | The grouped fixture was restored after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-d45c1-low-expected-schedule-usage-chromium/rs-020-generic-mto1-candidates.png|test-results/reconciliation-suite--RS-0-d45c1-low-expected-schedule-usage-chromium/rs-020-generic-mto1-applied.png"
"RS-021","Financial Variance","Current month usage high due to prior-period true-up","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-e7643-due-to-prior-period-true-up-chromium/rs-021-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-e7643-due-to-prior-period-true-up-chromium/rs-021-generic-1to1-applied.png"
"RS-022","Financial Variance","Actual usage differs by pennies from expected rounding","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","c51b5f32-666f-4ccc-9069-56ba50bdec17","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-5c239-nies-from-expected-rounding-chromium/rs-022-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-5c239-nies-from-expected-rounding-chromium/rs-022-generic-1to1-applied.png"
"RS-023","Financial Variance","Commission paid higher than expected while usage is exact","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","42bc2596-04aa-4fb4-b9e2-64c507e0ab03","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-34a2b-pected-while-usage-is-exact-chromium/rs-023-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-34a2b-pected-while-usage-is-exact-chromium/rs-023-generic-1to1-applied.png"
"RS-024","Financial Variance","Commission paid lower than expected while usage is exact","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","fe5e4fe1-d816-4826-ba7f-5dcc73e4e83e","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-4a890-pected-while-usage-is-exact-chromium/rs-024-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-4a890-pected-while-usage-is-exact-chromium/rs-024-generic-1to1-applied.png"
"RS-025","Financial Variance","Commission amount matches even though usage does not","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-cc096--even-though-usage-does-not-chromium/rs-025-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-cc096--even-though-usage-does-not-chromium/rs-025-generic-1to1-applied.png"
"RS-026","Financial Variance","Carrier billed usage but paid no commission","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","fe5e4fe1-d816-4826-ba7f-5dcc73e4e83e","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-ba9df-sage-but-paid-no-commission-chromium/rs-026-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-ba9df-sage-but-paid-no-commission-chromium/rs-026-generic-1to1-applied.png"
"RS-027","Financial Variance","Commission paid despite zero reported usage","deterministic","pass-pending-ui-review","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","0b3d997c-1fa2-4ec4-b3ef-fb9c55d435b1","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 1 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 is present in the candidate set. | The current direct apply path did not resolve into a clean full-match proof for this representative fixture, so the scenario remains pending review.","test-results/reconciliation-suite--RS-0-1b78a-despite-zero-reported-usage-chromium/rs-027-generic-1to1-candidates.png"
"RS-028","Financial Variance","Carrier claws back previously paid commission","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-14c2c--previously-paid-commission-chromium/rs-028-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-14c2c--previously-paid-commission-chromium/rs-028-generic-1to1-applied.png"
"RS-029","Financial Variance","Total commission correct but schedule split wrong","deterministic","pass-pending-ui-review","scenario-proof","","browser-live","generic-1tom-split-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","Current runtime shape matches the shared grouped workflow fixture, so this row is counted as provisional workflow coverage only. | The exact row-specific 1:M or bundle-specific behavior is not yet proven with a distinct fixture. | Grouped fixture exposed a valid ManyToOne path for 3 deposit line(s) into schedule 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line b206178c-5f7e-44a4-9455-b017ff854d13 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line 2b4d9b75-d7dc-4125-a199-01d70e0c2c59 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line fba76747-c604-412c-8f1b-4f03b7600a6e returned 3 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Preview/apply succeeded using match type ManyToOne. | API and deposit detail both showed every grouped deposit line as fully allocated after apply. | No variance-resolution prompt was required for the grouped apply path. | The grouped fixture was restored after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-b855f-ct-but-schedule-split-wrong-chromium/rs-029-generic-mto1-candidates.png|test-results/reconciliation-suite--RS-0-b855f-ct-but-schedule-split-wrong-chromium/rs-029-generic-mto1-applied.png"
